doi,title,journal_title,year
10.2139/ssrn.3919702,"Fast Healthcare Interoperability Resources (FHIR) for Clinical, Epidemiological and Public Health Research: A Systematic Review",Social Science Research Network,2021
10.2139/ssrn.3845692,"Fast, Efficient and Virus-Free Generation of TRAC-Replaced CAR T Cells",Social Science Research Network,2021
10.2139/ssrn.3808085,Kinetics and Correlates of the Neutralizing Antibody Response to SARS-CoV-2,Social Science Research Network,2021
10.2139/ssrn.3996171,Monitoring Renal Fibrosis in Rats with Chronic Kidney Disease by &lt;i&gt;In Vivo&lt;/i&gt; Tomoelastography,Social Science Research Network,2021
10.2139/ssrn.3942130,Optimal Vaccine Roll-Out Strategies with Respect to Social Distancing Measures for SARS-CoV-2 Pandemic,Social Science Research Network,2021
10.2139/ssrn.3889990,Post Vaccination Optic Neuritis: Observations From the SARS-CoV-2 Pandemic,Social Science Research Network,2021
10.2139/ssrn.3907265,Pre-Existing Neurological Conditions and COVID-19 Risk: A Commissioned Rapid Review,Social Science Research Network,2021
10.2139/ssrn.3947354,Promoter Repression and 3D-Restructuring Resolves Divergent Developmental Gene Expression in TADs,Social Science Research Network,2021
10.2139/ssrn.3968885,"Remibrutinib (LOU064) Versus Placebo in Patients with Chronic Spontaneous Urticaria: A Randomised, Double-Blind, Phase 2b Dose-Finding Study",Social Science Research Network,2021
10.2139/ssrn.3965378,SARS-CoV-2 Antibodies in Children: A One-Year Seroprevalence Study From June 2020 to May 2021 in Germany,Social Science Research Network,2021
10.2139/ssrn.3959601,Scaffold Geometry Modulation of Mechanotransduction and its Influence on Epigenetics,Social Science Research Network,2021
10.2139/ssrn.3790077,Structural and Chemical Variations in the Skeletal Segments of Coralline Red Algae Lead to Improved Crack Resistance,Social Science Research Network,2021
10.1101/2020.12.31.424931,Structural insights into Cullin4-RING ubiquitin ligase remodelling by Vpr from simian immunodeficiency viruses,bioRxiv (Cold Spring Harbor Laboratory),2021
10.2139/ssrn.3881354,The KRAS-G12D Mutation Induces Metabolic Vulnerability in B-Cell Acute Lymphoblastic Leukemia,Social Science Research Network,2021
10.2139/ssrn.3952391,"The Structure of Bones Having or Lacking Osteocytes Exhibits Differences in Collagen Molecular Organization, Mineral Packing and the Organic-Inorganic Interfaces",Social Science Research Network,2021
10.2139/ssrn.3810002,Transient Inward KCC2 Transport Balances Perisynaptic Potassium at Excitatory Synapses,Social Science Research Network,2021
10.2139/ssrn.3815997,Type 1 Innate Lymphoid Cells Regulate the Early Stage of Toxoplasma Gondii-Induced Neuroinflammation,Social Science Research Network,2021
10.1101/2020.12.28.20248193,GestaltMatcher: Overcoming the limits of rare disease matching using facial phenotypic descriptors,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-131137/v1,Performance of A Metabolomic Biomarker Score Compared to Three Prognostic Scores in Chronic Heart Failure,Research Square,2021
10.1101/2021.01.04.20248473,"Early prediction of renal graft function: Analysis of a multi-centre, multi-level data set",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.06.21249314,Impaired performance of SARS-CoV-2 antigen-detecting rapid tests at elevated temperatures,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-122548/v1,Informal Caregivers During the COVID-19 Pandemic Perceive Additional Burden: Findings From an Ad-hoc Survey in Germany,Research Square,2021
10.21203/rs.3.rs-132622/v1,Perceived Need for Treatment and Non-utilization of Outpatient Psychotherapy in Old Age: Two Cohorts of a Nationwide Survey,Research Square,2021
10.1101/2021.01.08.424840,Heart rate variability predicts decline in sensorimotor rhythm control,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.06.20249009,SARS-CoV-2 patient self-testing with an antigen-detecting rapid test: a head-to-head comparison with professional testing,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-141107/v1,Challenges in providing surgical procedures during the COVID-19 pandemic: Qualitative study among Operating Department Practitioners in Pakistan,Research Square,2021
10.1101/2021.01.08.425909,The neural basis of effort valuation: A meta-analysis of functional magnetic resonance imaging studies,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-140622/v1,Pneumatosis Intestinalis and Porto-Mesenteric Venous Gas: A Multicentre Study,Research Square,2021
10.21203/rs.3.rs-120475/v1,Mechanical forces switch blood vessel subtypes to arrest adolescent bone growth,Research Square,2021
10.1101/2021.01.11.425291,Restored TDCA and Valine Levels Imitate the Effects of Bariatric Surgery,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-143670/v1,COVID-19 Associated Coagulopathy Is a Reversible Phenomenon - 3-Month Follow Up Reveals Normalization of Coagulation Status Associated With Complete Venous Recanalization in Patients After Severe COVID-19,Research Square,2021
10.21203/rs.3.rs-63513/v2,Developmental Delay and its Predictors among Under-Five Uncomplicated Severe Acute Malnourished Children: A Cross-Sectional Study in Rural Areas of Pakistan,Research Square,2021
10.22541/au.161074580.02596064/v1,Detection of SARS-CoV-2 Specific Memory B cells to Delineate Long-Term COVID-19 Immunity,Authorea,2021
10.1101/2021.01.13.21249715,Validation of the German version of the Life-Space Assessment LSA-D,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.15.426022,Complement-associated loss of CA2 inhibitory synapses in the demyelinated hippocampus impairs memory,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.15.426827,The sensitivity of ECG contamination to surgical implantation site in adaptive neurostimulation,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-150968/v1,A Cohort Study on Lung Cavitations in Severely Ill COVID-19 Patients – Evidence for a Thromboembolic Pathogenesis.,Research Square,2021
10.1101/2021.01.21.427382,Targeted sensors for glutamatergic neurotransmission,bioRxiv (Cold Spring Harbor Laboratory),2021
https://arxiv.org/pdf/2101.10080.pdf,"Selection, recombination, and the ancestral initiation graph.",arXiv (Cornell University),2021
10.21203/rs.3.rs-100844/v2,Data-driven FDG-PET subtypes of Alzheimer’s disease-related neurodegeneration,Research Square,2021
10.1101/2021.01.26.428301,Deep learning-based real-time detection of novel pathogens during sequencing,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.26.428316,Selective uptake into inflamed human intestinal tissue and immune cell targeting by wormlike polymer micelles,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.01.28.428602,Encephalitis patient derived monoclonal GABA<sub>A</sub> receptor antibodies cause catatonia and epileptic seizures,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-148392/v1,Longitudinal omics in Syrian hamsters integrated with human data unravel cellular effector responses to moderate COVID-19,Research Square,2021
10.21203/rs.3.rs-154018/v1,Risk Factors of Severe Adult-onset Asthma: A Multi-factor Approach,Research Square,2021
10.1101/2021.01.27.21250517,"SARS-CoV-2 infection and transmission in school settings during the second wave in Berlin, Germany: a cross-sectional study",medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-154335/v1,The Gut Microbiota is Associated with the Small Intestinal Paracellular Permeability and the Development of the Immune System in Healthy Children During the First Two Years of Life,Research Square,2021
10.1101/2021.01.28.428684,ATGL-dependent white adipose tissue lipolysis controls hepatocyte PPARα activity,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-150958/v1,Promoting Self-determined and Informed use of Personal Health Records (PHR) among Older Adults: Assessment of Attitudes Towards the PHR and Requirements for an eLearning Platform,Research Square,2021
10.21203/rs.3.rs-162495/v1,"Research Effects of Person-Environment Fit of Gender-Role Orientation on Burnout, Engagement and Hair Steroids as Stress Biomarkers Among Women",Research Square,2021
10.21203/rs.3.rs-177665/v1,Feasibility and Diagnostic Reliability of Quantitative Flow Ratio in the Assessment of Non-Culprit Lesions in Acute Coronary Syndrome,Research Square,2021
10.1101/2021.02.02.428317,Identification of a Nervous System Gene Expression Signature in Colon Cancer Stem Cells Reveals a Role for Neural Crest RegulatorsEGR2andSOX2in Tumorigenesis,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.02.429354,RNA-Sequencing of Long-Term Label-Retaining Colon Cancer Stem Cells Identifies Novel Regulators of Quiescence,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.02.21250817,Effective subthalamic and pallidal deep brain stimulation – are we modulating the same network?,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.01.21250904,Limited specificity of SARS-CoV-2 antigen-detecting rapid diagnostic tests at low temperatures,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-178915/v1,"Acupuncture in Diabetic Peripheral Neuropathy - Protocol for the Randomized, Multicenter ACUDPN Trial.",Research Square,2021
10.1101/2021.02.05.429758,LAMP3 is critical for surfactant homeostasis in mice,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.04.429754,Mosquito community composition shapes virus prevalence patterns along anthropogenic disturbance gradients,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.06.21249256,Chronic COVID-19 Syndrome and Chronic Fatigue Syndrome (ME/CFS) following the first pandemic wave in Germany – a first analysis of a prospective observational study,medRxiv (Cold Spring Harbor Laboratory),2021
http://export.arxiv.org/pdf/2102.04110,Clinical Outcome Prediction from Admission Notes using Self-Supervised Knowledge Integration,arXiv (Cornell University),2021
10.1101/2021.02.07.429922,Fingerprinting and behavioural prediction rest on distinct functional systems of the human connectome,bioRxiv (Cold Spring Harbor Laboratory),2021
https://arxiv.org/pdf/2102.05452,From sleep medicine to medicine during sleep: A clinical perspective,arXiv (Cornell University),2021
10.1101/2021.02.09.430495,Motor Sequences - Separating The Sequence From The Motor. A longitudinal rsfMRI Study,bioRxiv (Cold Spring Harbor Laboratory),2021
https://arxiv.org/pdf/2102.05888,Brain Modelling as a Service: The Virtual Brain on EBRAINS.,arXiv (Cornell University),2021
10.1101/2021.02.10.430701,Hotspot <i>ESR1</i> mutations are multimodal and contextual drivers of breast cancer metastasis,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-184890/v1,ISPRF: A Machine Learning Model to Predict the Immune Subtype of Kidney Cancer Samples by Four Genes,Research Square,2021
10.1101/2021.02.11.429920,Rabies anterograde monosynaptic tracing reveals organization of spinal sensory circuits,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.11.430866,A combination of cross-neutralizing antibodies synergizes to prevent SARS-CoV-2 and SARS-CoV pseudovirus infection,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.11.430752,Evolutionary divergence of locomotion in two related vertebrate species,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-190112/v1,No add-on effects of Unilateral and Bilateral Transcranial Direct Current Stimulation on Fine Motor Skill Training Outcome in Chronic Stroke. A Randomized Controlled Trial,Research Square,2021
10.1101/2021.02.11.430785,Predicting behavior from eye movement and whisking asymmetry,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.14.431017,"Fast, efficient and virus-free generation of<i>TRAC</i>-replaced CAR T cells",bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.09.21251274,Anterior nasal versus nasal mid-turbinate sampling for a SARS-CoV-2 antigen-detecting rapid test: does localisation or professional collection matter?,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.15.431332,Dynamin is primed at endocytic sites for ultrafast endocytosis,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.15.431203,Effect of aging-related network changes on unimanual sensorimotor learning – a simultaneous EEG-fMRI study,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-228625/v1,Preventing and arresting primary tooth enamel lesions using self-assembling peptide P11-4 in vitro,Research Square,2021
10.1101/2021.02.15.431257,Reexamination of N-terminal domains of Syntaxin-1 in vesicle fusion from central murine synapses,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.16.430500,Structural and functional ramifications of antigenic drift in recent SARS-CoV-2 variants,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.17.431650,The Need for Sustainable Leadership in Academia – a German Case Study,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.17.431710,Fetal gut colonization: meconium does not have a detectable microbiota before birth,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-154431/v1,In vitro testing of a funnel-tip catheter model to decrease clot migration and to evaluate clot effects in mechanical thrombectomy,Research Square,2021
10.1101/2021.02.18.431673,Optogenetic silencing of neurotransmitter release with a naturally occurring invertebrate rhodopsin,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.18.431818,Rotavirus susceptibility of antibiotic-treated mice ascribed to diminished expression of interleukin-22,bioRxiv (Cold Spring Harbor Laboratory),2021
https://arxiv.org/pdf/2102.09940.pdf,"DemSelf, a Mobile App for Self-Administered Touch-Based Cognitive Screening: Participatory Design With Stakeholders",arXiv (Cornell University),2021
10.1101/2021.02.19.431934,Genetic diversification of persistent Mycobacterium abscessus within Cystic Fibrosis patients,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.11.21250290,Sensitivity of the Elecsys Anti-SARS-CoV-2 immunoassay as an aid in determining previous exposure to SARS-CoV-2,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.17.21251624,Structural differences between healthy subjects and patients with schizophrenia and schizoaffective disorder: A graph and control theoretical perspective,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.19.432041,The action of Con-ikot-ikot toxin on single AMPA-type glutamate receptors,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-220364/v1,Assessing the Calibration in Toxicological in Vitro Models with Conformal Prediction,Research Square,2021
10.21203/rs.3.rs-251337/v1,Malignant Hyperthermia When Dantrolene Is Not Readily Available,Research Square,2021
10.21203/rs.3.rs-217136/v1,Predicting Overall Survival After Conventional Chemoembolization of Intrahepatic Cholangiocarcinoma: The Role of 3D Quantitative Tumor Analysis,Research Square,2021
10.1101/2021.02.24.432700,Progranulin promotes immune evasion of pancreatic adenocarcinoma through regulation of MHCI expression,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.24.21252372,Bamlanivimab does not neutralize two SARS-CoV-2 variants carrying E484K in vitro,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-244257/v1,Healing of rectal advancement flap for anal fistula in patients with and without Crohn’s disease: a retrospective cohort analysis,Research Square,2021
10.1101/2021.02.28.433227,MEDICC2: whole-genome doubling aware copy-number phylogenies for cancer evolution,bioRxiv (Cold Spring Harbor Laboratory),2021
10.2139/ssrn.3790459,"Depth of Response to Isatuximab, Carfilzomib, Lenalidomide and Dexamethasone (Isa-KRd) in Front-Line Treatment of High-Risk Multiple Myeloma: Interim Analysis of the GMMG-CONCEPT Trial",Social Science Research Network,2021
10.1101/2021.02.25.21252347,"Epidemiology and costs of post-sepsis morbidity, nursing care dependency, and mortality in Germany",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.01.432225,Human iPSC-derived renal cells change their immunogenic properties during maturation: Implications for regenerative therapies,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.02.27.433161,Multi-scale brain simulation with integrated positron emission tomography yields hidden local field potential activity that augments machine learning classification of Alzheimer’s disease,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.01.21251705,CADA: Phenotype-driven gene prioritization based on a case-enriched knowledge graph,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.02.433512,Preparation of large-scale digitization samples for automated electron microscopy of tissue and cell ultrastructure,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.01.21252656,Reduced Frontal Cortical Tracking of Conflict between Selfish versus Prosocial Motives in Narcissistic Personality Disorder,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.04.433786,Barcode Sequencing and a High-throughput Assay for Chronological Lifespan Uncover Ageing-associated Genes in Fission Yeast,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-281362/v1,Biomarkers of Auricular Stimulation - Protocol of Systematic Review and Meta-analysis of Randomized Controlled Clinical Trials,Research Square,2021
10.21203/rs.3.rs-268281/v1,Functional and anatomical characterization of corticotropin-releasing factor receptor subtypes of the rat spinal cord involved in somatic pain relief,Research Square,2021
10.1101/2021.03.02.21252430,"Evaluation of accuracy, exclusivity, limit-of-detection and ease-of-use of LumiraDx™-Antigen-detecting point-of-care device for <i>SARS-CoV-2</i>",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.03.21252824,Knowledge transfer to enhance the performance of deep learning models for automated classification of B-cell neoplasms,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.06.21252627,Robust methylation-based classification of brain tumors using nanopore sequencing,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.08.434385,High sensitivity dia-PASEF proteomics with DIA-NN and FragPipe,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.08.434450,Mitochondrial variant enrichment from high-throughput single-cell RNA-seq resolves clonal populations,bioRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.161530100.07337050/v1,Neuroimaging findings in MOGAD -- MRI and OCT,Authorea,2021
10.20944/preprints202103.0288.v1,COVID-19 and Health Information Seeking Behavior: Digital Health Literacy Survey Amongst University Students in Pakistan,Preprints.org,2021
10.21203/rs.3.rs-259319/v1,3D U-Net For Segmentation of Covid-19-Associated Pulmonary Infiltrates Using Transfer Learning: State-Of-The-Art Results on Affordable Hardware,Research Square,2021
10.1101/2021.03.11.21253347,Genome-wide association study identifies two new loci associated with anti-NMDAR encephalitis,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.12.435035,Learning accurate path integration in a ring attractor model of the head direction system,bioRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.161570773.30565778/v1,Point-of-care testing for influenza in a university emergency department (ED): A prospective study,Authorea,2021
10.21203/rs.3.rs-293402/v1,Clinical Presentation and Genetic Variants in Autoinflammatory Diseases: Results From the German anti-IL1 Registry for Orphan Diseases (GARROD),Research Square,2021
10.1101/2021.03.12.21253159,Common and rare variant association analyses in Amyotrophic Lateral Sclerosis identify 15 risk loci with distinct genetic architectures and neuron-specific biology,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.15.434949,Histone H3 clipping is a novel signature of human neutrophil extracellular traps,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.13.432212,Structural Covariance Networks in Post-Traumatic Stress Disorder: A Multisite ENIGMA-PGC Study,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.15.435418,scite: a smart citation index that displays the context of citations and classifies their intent using deep learning,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-294621/v1,Detection of Missed Fractures of Hand and Forearm in Whole-Body CT in a Blinded Reassessment,Research Square,2021
10.1101/2021.03.17.435844,Parallel representation of context and multiple context-dependent values in ventro-medial prefrontal cortex,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.18.435919,Cross-platform proteomics to advance genetic prioritisation strategies,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-316832/v1,"Implementing an Automated Monitoring Process in a Digital, Longitudinal Observational Cohort Study",Research Square,2021
10.1101/2021.03.18.435922,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.20.436222,<i>N</i>-myristoyltransferase inhibition is synthetic lethal in MYC-deregulated cancers,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.22.436396,"Respiration, heartbeat, and conscious tactile perception",bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-339978/v1,The German Research Consortium for the Study of Bipolar Disorder (BipoLife): A Magnetic Resonance Imaging Study Protocol,Research Square,2021
10.21203/rs.3.rs-317819/v1,Burden and Attitude to Resistant and Refractory Migraine A Survey From the European Headache Federation With the Endorsement of the European Migraine &amp; Headache Alliance,Research Square,2021
10.1101/2021.03.19.21253900,No support for oxytocin modulation of reward-related brain function in autism: evidence from a randomized controlled trial,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.23.436560,Population-scale detection of non-reference sequence variants using colored de Bruijn Graphs,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.23.436654,"SPECT/CT imaging, biodistribution and radiation dosimetry of a 177Lu-DOTA-integrin αvβ6 cystine knot peptide in a pancreatic cancer xenograft model",bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-325320/v1,"Spanish General Population Normative Data Analysis for the EORTC QLQ-C30 and Relationships Between Sex, Age, and Health Conditions",Research Square,2021
10.1101/2021.03.17.21253076,Head-to-head performance comparison of self-collected nasal versus professional-collected nasopharyngeal swab for a WHO-listed SARS-CoV-2 antigen-detecting rapid diagnostic test,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.18.21253108,Predicting adult Attention Deficit Hyperactivity Disorder (ADHD) using vocal acoustic features,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.23.21254175,The SARS-CoV-2 receptor angiotensin-converting enzyme 2 (ACE2) in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: analysis of high-throughput epigenetic and gene expression studies,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.23.21254003,Computerized Cognitive Training in People with Depression: A Systematic Review and Meta-analysis of Randomized Clinical Trials,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.25.21254300,Thrifty energy phenotype predicts weight regain - results of a randomized controlled trial,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.29.437476,Distal and proximal cis-regulatory elements sense X-chromosomal dosage and developmental state at theXistlocus,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.28.21254477,Observational study of changes in utilization and outcomes in non-invasive ventilation in COVID-19,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-343458/v1,Targeting Cbx3/HP1γ Induces LEF-1 and IL-21R to Promote Tumor-Infiltrating CD8 T-Cell Persistence,Research Square,2021
10.21203/rs.3.rs-369927/v1,"Real-world Evidence for Improved Outcomes with Histamine Antagonists and Aspirin in 22,560 COVID-19 Patients",Research Square,2021
10.1101/2021.03.28.21254496,SARS-CoV-2 infections in children and adolescents with rheumatic musculoskeletal diseases – data from the National Pediatric Rheumatology Database in Germany,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.31.437725,Single-Cell Transcriptomic Analysis of Livers During NLRP3 Inflammasome Activation Reveals a Novel Immune Niche,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.02.438182,A realistic touch-transfer method reveals low risk of transmission for SARS-CoV-2 by contaminated coins and bank notes,bioRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.161738497.71208486/v1,Deployment of COVID-19 diagnostic testing: challenges and key considerations for the future,Authorea,2021
10.1101/2021.03.29.21253914,"Clinical Evidence for Improved Outcomes with Histamine Antagonists and Aspirin in 22,560 COVID-19 Patients",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.01.21252379,Cross-reactive CD4<sup>+</sup> T cells enhance SARS-CoV-2 immune responses upon infection and vaccination,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-376749/v1,Efficacy and Complications of Regional Citrate Anticoagulation During Continuous Renal Replacement Therapy in Critically Ill Patients with COVID-19,Research Square,2021
10.1101/2021.03.31.21254685,Genomic epidemiology of SARS-CoV-2 transmission lineages in Ecuador,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.03.31.21254683,Immunogenicity of COVID-19 Tozinameran Vaccination in Patients on Chronic Dialysis,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-379664/v1,Towards Accurate Detection of Axial Spondyloarthritis by Using Deep Learning to Capture Sacroiliac Joints on Plain Radiographs.,Research Square,2021
10.1101/2021.04.01.21254543,Effects of bariatric surgery on functional connectivity of the reward and default mode network: a pre-registered analysis,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.06.21254963,Impaired Humoral and Cellular Immunity after SARS-CoV2 BNT162b2 (Tozinameran) Prime-Boost Vaccination in Kidney Transplant Recipients,medRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.161778300.06888327/v1,Molecular allergology and its impact in specific allergy diagnosis and therapy,Authorea,2021
10.21203/rs.3.rs-384347/v1,Chronic COVID-19 / Chronic Fatigue Syndrome (ME/CFS) following the first pandemic wave in Germany and biomarkers associated with symptom severity,Research Square,2021
10.1101/2021.04.08.438969,Numerical Simulation of Concussive-generated Cortical Spreading Depolarization to Optimize EEG Electrode Spacing for Non-invasive Detection,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.07.21255071,Results Availability and Timeliness of Registered COVID-19 Clinical Trials: A Cross-Sectional Study,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.11.438975,Aging affects KV7 channels and perivascular-adipose tissue-mediated vascular tone,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.12.439411,Ahead of Maturation: Enhanced Speech Envelope Training Boosts Rise Time Discrimination in Pre-Readers at Cognitive Risk for Dyslexia,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.13.439465,Multifunctional RNA-binding proteins influence mRNA abundance and translational efficiency of distinct sets of target genes,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-411814/v1,Never too late? - Quadruplets at the age of 65 years,Research Square,2021
10.1101/2021.04.14.439779,<i>In vivo</i> dissection of a clustered-CTCF domain boundary reveals developmental principles of regulatory insulation,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.14.439553,Palaeogenomic analysis of black rat (Rattus rattus) reveals multiple European introductions associated with human economic history,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.15.439996,Chlamydia coinfection inhibits HPV-induced safeguards of the cellular and genomic integrity in patient-derived ectocervical organoids,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.12.21255310,"Effective connectivity during faces processing in major depression – distinguishing markers of pathology, risk, and resilience",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.16.440038,Structural brain connectivity in children with developmental dyscalculia,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.16.440205,A computational solution for bolstering reliability of epigenetic clocks: Implications for clinical trials and longitudinal tracking,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.15.21255389,"Emergence of the SARS-CoV-2 B.1.1.7 lineage and its characteristics at an outpatient testing site in Berlin, Germany, January-March 2021",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.15.21255550,Impaired antigen-specific memory B cell and plasma cell responses including lack of specific IgG upon SARS-CoV-2 BNT162b2 vaccination among Kidney Transplant and Dialysis patients,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.13.21255345,"Self-collected oral, nasal and saliva samples yield sensitivity comparable to professional-collected oro-nasopharyngeal swabs in SARS-CoV-2 diagnosis",medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-425632/v1,Clinical implementation of a 3D4K-exoscope (Orbeye) in microneurosurgery,Research Square,2021
10.1101/2021.04.20.440500,TCAIM controls effector T cell generation by preventing Mitochondria-Endoplasmic Reticulum Contact Site-initiated Cholesterol Biosynthesis,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.22.440868,Structures of active melanocortin-4 receptor−Gs-protein complexes with NDP-α-MSH and setmelanotide,bioRxiv (Cold Spring Harbor Laboratory),2021
