"referenceid";"username";"doi";"article";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"open_data_statements";"open_code_statements";"reference_to_data";"comment_1_reference";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"repository";"data_access";"comment_5_data_access";"year_of_data_publication";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted"
715;NA;"10.1038/s41586-021-04233-4";"10.1038/s41586-021-04233-4";"TRUE";"field-specific repository, general-purpose repository, supplement";"FALSE";"TRUE";"supplementary table 1 contains the accession numbers for all the metagenomes used. <section> code availability <section> the source code implementing the analyses in this manuscript is available on github (https://github.com/luispedro/coelho2021_gmgcv1) and is archived at zenodo (https://doi.org/10.5281/zenodo.4769556).    all data analysed during the current study are publicly available. supplementary table 1";"<section> code availability <section> the source code implementing the analyses in this manuscript is available on github (https://github.com/luispedro/coelho2021_gmgcv1) and is archived at zenodo (https://doi.org/10.5281/zenodo.4769556).";"yes";"NULL";"yes";"NULL";"unsure";"there is no repository name where to search for these dataset codes, and cannot find them via google";"yes";"NULL";"https://www.ebi.ac.uk/biosamples/samples/SAMN06172431";"European Nucleotide Archive";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"I tend to say it is a reuse case bause the authors write ""analysed ... publicaly available datasets"", and the center name not overlapping";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
808;NA;"10.1093/nar/gkac398";"10.1093/nar/gkac398";"TRUE";"general-purpose repository, upon request";"FALSE";"TRUE";"for this purpose the md expert or any user can either directly upload their local trajectories or load publicly available data such as those deposited at zenodo directly into mdsrv since mdsrv can obtain them via their record number.;     further we added a zenodo import extension that allows easy loading of structures trajectories and zip archives from any zenodo dataset.;     as part of the update we have added new features to mol* such as support for additional coordinate and topology file formats and a zenodo importer extension that allows easy loading of structures trajectories and zip archives from any zenodo dataset.";"<section> data availability we made mdsrv accessible as open source software at https: //github.com/dwiegreffe/mdsrv.";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"false positive - all statements refer to code or software. tho topic of the study was also related to software production";"NULL";"NULL";"false";"false"
953;NA;"10.3324/haematol.2020.276048";"10.3324/haematol.2020.276048";"TRUE";"field-specific repository";"FALSE";"FALSE";"mds patients and conducted genetic and transcriptional engineering approaches to: (i) identify potential mechanisms patients’ samples and cell lines that can lead to upregulation of nrip1 and (ii) investigate how rna sequencing was performed the perturbation of nrip1 expression would affect frozen bone marrow from patients inv(3)/t(3;3) aml cells. karyotype (ck-aml) (online supplementary of the 65 (62%) patients were treated center treatment trials of the aml methods plying age-adjusted intensive (n=4; nct00146120) and amlsg07-04 patients’ data and experimental datasets for younger patients (16 to 60 most datasets that were analyzed for this study are available nct00151255) for elderly patients either through the national cancer institute’s genomic data were approved by local ethics commons portal (tcga-laml beat aml gave informed consent to treatment https://portal.gdc.cancer.gov/) the international human samples and molecular analyses epigenome consortium data portal (blueprint primary aml ation of helsinki.";"";"yes";"NULL";"no_statement_no_data";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://portal.gdc.cancer.gov/";"GDC Data Portal (NIH)";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
990;NA;"10.3389/fphar.2022.908783";"10.3389/fphar.2022.908783";"FALSE";"re-use";"TRUE";"FALSE";"to validate the hub genes two independent datasets were downloaded based on gpl6244.;     pathway enrichment of the indicated genes were obtained in the database for annotation visualization and integrated discovery (huang da et al. 2009b; a) (david v6.8 https://david.ncifcrf.gov/tools.jsp).";"";"yes";"NULL";"yes_statement_no_data";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117261";"Gene Expression Omnibus (GEO)";"yes";"NULL";"2018";"no";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1007;NA;"10.3390/cells11162583";"10.3390/cells11162583";"TRUE";"field-specific repository";"FALSE";"FALSE";"<section> data availability statement: sequencing raw data are available at european genome-phenome archive (ega) box with the accession number egas00001005889.";"";"yes";"NULL";"yes";"NULL";"no";"cannot find the dataset in the repository";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1019;NA;"10.3390/ijms23115943";"10.3390/ijms23115943";"TRUE";"field-specific repository, upon request";"FALSE";"FALSE";"the transcriptome data can be found under <section> ebi annotare v.2.0 (project-id: e-mtab-9585).";"";"yes";"NULL";"yes";"NULL";"no";"E-MTAB-9585 on bioproject";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"the accession code is provided but I cannot find it neighter on the website nor via Google.";"NULL";"NULL";"false";"false"
1054;NA;"10.1007/s10557-022-07386-0";"10.1007/s10557-022-07386-0 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"";"yes";"NULL";"unsure";"actually it is ""no"", but then the extraction would stop; it is a separate category for restricted access which we need to include";"restricted_repo";"NULL";"https://wwwext.amgen.com/science/clinical-trials/clinical-data-transparency-practices";"NULL";"restricted";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"pharma_data";"NULL";"data held by a pharma company, should not receive LOM";"NULL";"false";"false"
1074;NA;"10.1093/nar/gkac280";"10.1093/nar/gkac280 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"unsure";"there is a link to the mapper with sample data, but it is rather a tool to analyse own data by uploading it and not the data sharing, at least not with sample";"yes";"NULL";"no";"https://teufelsberg.charite.de/AutozygosityMapper/";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"I tend to say it is not a sufficient data reference";"NULL";"NULL";"false";"false"
1097;NA;"10.1371/journal.pone.0276531";"10.1371/journal.pone.0276531 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://gin.g-node.org/nasra/Prior-experience-accelerates-training-of-head-fixed-mice-on-a-floating-platform.git";"GIN";"not_persistent";"I assume this repository works like gihub, that is why I really doubt the persistence of its entries ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"gin repository not persistent? (also probably no data uploaded yet according to the data availability statement on GIN or only data behind the figure shared";"NULL";"NULL";"false";"false"
1098;NA;"10.1371/journal.pone.0278170";"10.1371/journal.pone.0278170 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"";"yes";"NULL";"yes";"http://parole.loria.fr/DEMAND/ - the link in the original publication to Valentini dataset does not resolve. probabky one of the unknown urls. another link from the refered publ works";"yes";"NULL";"https://datashare.ed.ac.uk/handle/10283/2791";"Edinburgh DataShare";"yes";"NULL";"2017";"yes";"NULL";"CC BY";"open_data_reuse";"it is a pitty that the dataset is not properly cited (not with persistent accession code), and I had to search for it through another publication...";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1133;NA;"10.1007/s00787-021-01718-5";"10.1007/s00787-021-01718-5 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.dst.dk/en";"Statistics Denmark";"reuse_access";"NULL";"";"reuse_licence";"NULL";"NULL";"open_data_reuse";"the statement in the DAS is a bit confusing, it sounds, as if the authors collected the data and then shared it via Statistics Denmark; however, this is a natioonal register, and from other statements in the article it becomes clear that this is data reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"false";"false"
1148;NA;"10.1016/j.isci.2022.105040";"10.1016/j.isci.2022.105040 ";"FALSE ";"upon request, unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.ukbiobank.ac.uk/";"UK Biobank";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"no indication that authors contributed to data collection, although it cannot be excluded; in any case, first and last author are not even working in the UK (and are not from Charité either)";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1237;NA;"10.7554/elife.69841";"10.7554/elife.69841 ";"FALSE ";"unknown url ";"FALSE ";"TRUE ";" ";"<section> all code used in this work is available at https://github.com/panvaf/learnpi (copy archived swh:1:rev:c6e354f80bf435114e577af70892db41c3ce5315 vafidis 2022).;     <section> data availability all code used in this work is available at https://github.com/panvaf/learnpi (copy archived swh:1:rev:c6e354f80bf435114e577af70892db41c3ce5315). ";"unsure";"reference to previously published data, no clear reference in the article though in the referenced one only 1 dataset cited, it should be this one";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://doi.org/10.25378/janelia.11676099.v2";"figshare";"unsure";"NULL";"2020";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1272;NA;"10.1038/s43587-021-00148-x";"10.1038+s43587-021-00148-x.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability fcs files of the mass and spectral flow-cytometry data as well as extended data relating to cell counts are available for download through the following repository link: https://zenodo.org/deposit/5593273.;     <section> code availability an r-based script for data analysis is available through the following repository link: https://zenodo.org/deposit/5593273.    supplementary table 5. <section> high-dimensional data preprocessing and statistical analysis. from the raw data";"";"yes";"NULL";"yes";"NULL";"no";"private link https://zenodo.org/deposit/5593273";"NULL";"NULL";"";"NULL";"NULL";"";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1277;NA;"10.1093/geronb/gbab063";"10.1093+geronb+gbab063.txt";"TRUE";"general-purpose repository, unknown url";"FALSE";"TRUE";"all r scripts used in the analysis and accompanying information to reproduce the results are available at https:// osf.io/epvk4/.      the elsa data sets can be accessed through the uk data service (https://www.ukdataservice. ac.uk).;     more information on the materials used in elsa can be found at https://www.elsaproject.ac.uk.";"all r scripts used in the analysis and accompanying information to reproduce the results are available at https:// osf.io/epvk4/.";"yes";"NULL";"no_statement_no_data";"The data are open access upon registration at https://www.ukdataservice.ac.uk";"reuse_findability";"Just link, no accession number; also restricetd access due to **upon registration**";"reuse_repo";"NULL";"NULL";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1348;NA;"10.1093/aje/kwac159";"10.1093+aje+kwac159.txt";"TRUE";"general-purpose repository, unknown url";"FALSE";"FALSE";"once normative data are available for a given test each new individual raw score is compared with the distribution of scores of individuals with similar demographic characteristics in the normative sample (5 9).      the data are open access and can be accessed via https://www.oasis-brains.org/.";"";"yes";"NULL";"no_statement_no_data";"NULL";"yes";"NULL";"unsure";"the link looks like a website to the project which is rather not persistent, that is why I tend to say it is not OD";"https://www.oasis-brains.org/";"NULL";"not_persistent";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1350;NA;"10.1093/cvr/cvab136";"10.1093+cvr+cvab136.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"2526 data from the wtccc were obtained via the leducq network ‘cadgenomics’ (https://www.fondationle ducq.org/network/understanding-coronary-artery-disease-genes/).;     migen data were obtained via the database of genotypes and phenotypes (dbgap; project id #49717-3).;     data for migen were obtained via the database of genotypes and phenotypes (dbgap) 27 (project id #49717-3).";"";"yes";"NULL";"no_statement_no_data";"NULL";"reuse_findability";"could not find the dataset landing page";"reuse_repo";"NULL";"#49717-3 in dbgap";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1379;NA;"10.1186/s13023-022-02527-y";"10.1186+s13023-022-02527-y.txt";"TRUE";"general-purpose repository, upon request";"FALSE";"FALSE";"for many decades rd were and in many cases still are neglected in healthcare systems; due to the lack of specific rd codification the rd burden is systematically underestimated contributing to the relative invisibility of its public health impact [49] although for rare cancers better codification opportunities and consequently more data on burden are available [50].";"";"n_a";"article type position paper";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1392;NA;"10.3389/fneur.2022.737667";"10.3389+fneur.2022.737667.txt";"FALSE";"re-use, upon request";"TRUE";"FALSE";"the program protocol has been published previously and is included in the code is available on github (https://github.com/prediction2020/";"";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"false positive: reference to the code, not data. no data was shared except upon request";"NULL";"NULL";"false";"false"
1415;NA;"10.1016/S2215-0366(22)00014-1";"10.1016/S2215-0366(22)00014-1";"FALSE";"supplement";"FALSE";"FALSE";"";"";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://yoda.yale.edu/request/data-request-review-process/";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"""data that were available through the Yale University Open Data Access Project""";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1057;NA;"10.1007/s15010-022-01826-7";"10.1007/s15010-022-01826-7 ";"FALSE ";"unknown url ";"FALSE ";"TRUE ";" ";"variables relevant for the regression analyses were analysed for missingness (supplementary (s) table s1) and imputed iteratively via fully conditional specification (fcs) with proportional odds model or polytomous logistic regression depending on the nature of the respective variable using the r package mice (https://?cran.?r proj?ect.?org/?web/?packa? ges/?mice/?mice.?pdf). ";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://leoss.net/data/";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"data from German study sites of the Lean European Open Survey on SARS-CoV-2-infected patients (LEOSS) were used.";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1092;NA;"10.1186/s12916-022-02639-z";"10.1186/s12916-022-02639-z ";"FALSE ";"upon request, unknown url ";"FALSE ";"TRUE ";" ";"all computer code is available online and can be found at (https://?github.?com/?ihmeuw/?lbd/?tree/?hiv_? prev-?africa-?2020). ";"yes";"NULL";"yes";"NULL";"yes";"NULL";"reuse_repo";"NULL";"https://ghdx.healthdata.org/record/ihme-data/sub-saharan-africa-hiv-prevalence-geospatial-estimates-2000-2018";"The Institute for Health Metrics and Evaluation (IHME)";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"the article text sounds to me more like a reuse of data. should we try to find the author overlap?";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1173;NA;"10.1093/eurjpc/zwac055";"10.1093/eurjpc/zwac055 ";"FALSE ";"unknown url ";"FALSE ";"FALSE ";" ";" ";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://epic.iarc.fr/access/";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";" ""cases and a randomly selected sub-cohort nested within the European Prospective Investigation into Cancer and Nutrition (EPIC) cohort.""";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1261;NA;"10.1038/s41537-022-00255-7";"10.1038+s41537-022-00255-7.txt";"FALSE";"re-use, github";"TRUE";"TRUE";"<section> data availability all code to simulate the computational model and generate the data analyzed in the study together with processed generated data is available at https://github.com/ christophmetzner/acnet.;     <section> code availability <section> all code to simulate the computational model and generate the data analyzed in the study to analyze the data and to create the ?gures is available at https://github.com/ christophmetzner/acnet/).    the model code will also be made available through modeldb (https://senselab.med.yale.edu/modeldb/) upon publication.";"<section> data availability all code to simulate the computational model and generate the data analyzed in the study together with processed generated data is available at https://github.com/ christophmetzner/acnet.;     <section> code availability <section> all code to simulate the computational model and generate the data analyzed in the study to analyze the data and to create the ?gures is available at https://github.com/ christophmetzner/acnet/).";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://github.com/ChristophMetzner/ACnet";"GitHub";"not_persistent";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"NULL";"NULL";"NULL";"false";"false"
1265;NA;"10.1038/s41586-022-04778-y";"10.1038+s41586-022-04778-y.txt";"FALSE";"re-use, github";"TRUE";"TRUE";"the raw sequencing data associated with fig. 2 have been deposited at github (https:// github.com/stratust/igpipeline/tree/igpipeline2_timepoint_v2).    this study also used data from a public database of memory and naive b-cell receptor sequences (https://doi.org/10.5061/dryad.35ks2) pdb (6vyb and 6nb6) cab-rep (https://cab-rep.c2b2.columbia.edu/) the sequence read archive (srp010970) and ref.";"the raw sequencing data associated with fig. 2 have been deposited at github (https:// github.com/stratust/igpipeline/tree/igpipeline2_timepoint_v2).;     <section> code availability <section> the computer code used to process the antibody sequences is available at github (https://github.com/stratust/igpipeline/tree/igpipeline2_timepoint_v2).";"yes";"NULL";"yes";"NULL";"yes";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"supplement";"NULL";"NULL";"false";"false"
1240;NA;"10.1002/eat.23481";"10.1002+eat.23481.txt";"FALSE";"re-use";"TRUE";"FALSE";"genoalso mewide array data for this study were available for 488363 individuals (bycroft et al. 2018).";"";"yes";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.ukbiobank.ac.uk/";"UK Biobank";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"""This study is based on data from the UK Biobank. """;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1269;NA;"10.1038/s41598-022-21766-4";"10.1038+s41598-022-21766-4.txt";"FALSE";"re-use";"TRUE";"TRUE";"<section> data availability the datasets analysed during the current study were previously made available by kool et al. 36 (github.com/wkool/ tradeoffs) lockwood et al. 37 (osf.io/3stp9/files) and da silva and h are 6 (github.com/carolfs/muddled_models).";"<section> code availability <section> the modeling code used in this work is available at github.com/samgijsen/ai2step.";"yes";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://github.com/wkool/tradeoffs";"GitHub";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"very good example of citation of reused dataset! one ore reused from same repository";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1291;NA;"10.12688/f1000research.36395.2";"10.12688+f1000research.36395.2.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data are available under the terms of the creative commons attribution 4.0 international license (cc by 4.0).";"";"n_a";"the article describes a workshop format, and thus no data were generated; the data availability statement is not 100% clear-cut, but states ""No newly generated data are associated with this article.""; this sounds as if no data were *generated*, but it is not fully clear";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1301;NA;"10.3389/fepid.2022.903652";"10.3389+fepid.2022.903652.txt";"FALSE";"re-use, unknown url";"TRUE";"FALSE";"<section> data availability statement publicly available datasets were analyzed in this study: this data can be found at: the gbd results tool (http://ghdx.healthdata. <section> data availability statement publicly available datasets were analyzed in this study: this data can be found at: the gbd results tool (http://ghdx.healthdata.";"";"yes";"data were obtained from GBD";"yes";"NULL";"yes";"NULL";"reuse_repo";"NULL";"http://ghdx.healthdata.org/gbd-results-tool";"NULL";"reuse_access";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"""""Age- and sex-specific incidence rates and prevalence of anxiety disorders in Germany from 1990 to 2019 were obtained from the Global Burden of Disease Study 2019 (GBD) (15)""";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false"
1304;NA;"10.3390/brainsci11091141";"10.3390+brainsci11091141.txt";"TRUE";"general-purpose repository";"FALSE";"FALSE";"<section> data availability statement: the described software is publically available at: https://doi.org/10.5 281/zenodo.5283132 (accessed on 5 july 2021).";"";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"false positive: reference to software in DAS";"NULL";"NULL";"false";"false"
1316;NA;"10.1002/14651858.cd012857.pub2";"10.1002+14651858.cd012857.pub2.txt";"TRUE";"general-purpose repository, upon request, unknown url";"FALSE";"FALSE";"see overview in etable 1. in the excel datafile available from osf.io/39wzk/?      available at www.ema.europa.eu/en/documents/other/europeanmedicines-agency-policy-publication-clinical-data-medicinalproducts-human-use_en.pdf (accessed 15 september 2021).;     <section> we searched medice’s website www.medice.de/the-company but they do not seem to have a publicly available database of clinical trial data.";"";"yes";"NULL";"yes";"NULL";"no";"private link https://osf.io/39wzk/?view_only=a1d2c58b069c4e99b8c836107e99fcad";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"private link to osf";"NULL";"NULL";"false";"false"
