doi,pmid,e_pub_year
10.1007/s00406-018-0929-8,30056560,2018
10.1136/bmjopen-2018-021682,30056386,2018
10.1016/j.anai.2018.07.034,30056150,2018
10.1016/j.respe.2018.05.563,30055979,2018
10.1016/j.sleep.2018.05.012,30055481,2018
10.1016/j.psychres.2018.05.046,30055410,2018
10.1016/j.cellsig.2018.07.006,30055232,2018
10.1007/s00059-018-4736-9,30054714,2018
10.1136/bmjebm-2017-110836,30054446,2018
10.1016/j.jgg.2018.07.002,30054214,2018
10.1016/S1474-4422(18)30231-X,30054151,2018
10.1186/s12943-018-0854-5,30053879,2018
10.1016/j.nbd.2018.07.026,30053571,2018
10.1093/neuonc/noy118,30053291,2018
10.1093/pm/pny148,30053185,2018
10.1093/ndt/gfy132,30053159,2018
10.1093/cvr/cvy171,30052920,2018
10.1111/bph.14455,30051530,2018
10.1007/978-3-319-77932-4_29,30051402,2018
10.1007/s00392-018-1344-x,30051186,2018
10.1038/s41574-018-0058-5,30050156,2018
10.15252/embj.201798858,30049711,2018
10.1186/s12891-018-2203-7,30049273,2018
10.1016/j.msard.2018.07.025,30048919,2018
10.1016/j.neurobiolaging.2018.06.032,30048892,2018
10.1371/journal.pbio.2006022,30048447,2018
10.1111/dom.13480,30047217,2018
10.1007/s13402-018-0387-3,30047091,2018
10.1007/s11262-018-1590-z,30047031,2018
10.1007/s00784-018-2565-0,30046906,2018
10.1007/s00432-018-2717-2,30046904,2018
10.1007/s00134-018-5326-2,30046872,2018
10.18632/oncotarget.25729,30046393,2018
10.1155/2018/5852706,30046379,2018
10.1016/j.ijcard.2018.07.009,30045826,2018
10.1055/a-0630-2802,30045384,2018
10.1016/j.bbadis.2018.07.021,30044950,2018
10.1056/NEJMoa1716995,30044938,2018
10.1371/journal.pone.0200267,30044826,2018
10.1002/acr.23709,30044538,2018
10.1021/acs.jproteome.8b00022,30044099,2018
10.1016/S0140-6736(18)31363-1,30043749,2018
10.1002/rmv.1997,30043515,2018
10.1007/s12519-018-0173-3,30043224,2018
10.1007/s00106-018-0539-9,30043174,2018
10.18632/oncotarget.25699,30042823,2018
10.1080/1354750X.2018.1499127,30041555,2018
10.1016/j.psychres.2018.06.042,30041134,2018
10.3233/JHD-180293,30040737,2018
10.1002/cpcb.42,30040167,2018
10.1111/cpr.12477,30039569,2018
10.18632/oncotarget.25690,30038715,2018
10.3389/fimmu.2018.01532,30038613,2018
10.3389/fnhum.2018.00239,30038562,2018
10.2147/IDR.S130172,30038509,2018
10.1038/s41598-018-29358-x,30038272,2018
10.1038/s41556-018-0147-7,30038254,2018
10.1073/pnas.1803062115,30038005,2018
10.1016/j.amjcard.2018.05.024,30037426,2018
10.1080/08039488.2018.1492014,30037286,2018
10.3390/ijms19072117,30037011,2018
10.1016/j.cmi.2018.07.010,30036671,2018
10.1371/journal.pgen.1007494,30036395,2018
10.1002/art.40674,30035365,2018
10.1155/2018/1729605,30035117,2018
10.1016/j.nicl.2018.04.017,30035018,2018
10.1080/20008198.2018.1486124,30034640,2018
10.3389/fpsyg.2018.01075,30034351,2018
10.1016/j.jaip.2018.03.007,30033913,2018
10.1016/j.neuroimage.2018.07.002,30033391,2018
10.1016/j.stemcr.2018.06.012,30033087,2018
10.1016/j.euf.2018.07.014,30033070,2018
10.1007/s00406-018-0927-x,30032467,2018
10.1007/s00430-018-0552-3,30032349,2018
10.1016/j.heares.2018.07.001,30031353,2018
10.1016/j.ejmg.2018.07.016,30031153,2018
10.1007/s00120-018-0696-1,30030598,2018
10.1038/s41375-018-0210-1,30030507,2018
10.1038/s41598-018-29380-z,30030487,2018
10.1038/s41467-018-05029-3,30030436,2018
10.1038/s41467-018-05167-8,30030423,2018
10.1016/j.neuroimage.2018.07.012,30029833,2018
10.1097/EDE.0000000000000891,30028343,2018
10.1111/bjh.15503,30028023,2018
10.1111/bjh.15511,30028016,2018
10.1007/s10903-018-0788-4,30027505,2018
10.1212/NXI.0000000000000479,30027105,2018
10.1038/s41426-018-0130-1,30026505,2018
10.1038/s41590-018-0163-6,30026479,2018
10.1016/j.jneumeth.2018.07.001,30026069,2018
10.1016/S1470-2045(18)30333-4,30026000,2018
10.1016/j.neuropharm.2018.07.020,30025920,2018
10.1016/j.jdent.2018.07.011,30025748,2018
10.1186/s13023-018-0784-8,30025539,2018
10.1159/000492223,30025389,2018
10.1371/journal.pntd.0006662,30024875,2018
10.1523/ENEURO.0398-17.2018,30023428,2018
10.1523/ENEURO.0060-18.2018,30023427,2018
10.2147/PRBM.S158876,30022863,2018
10.1177/1553350618785281,30022712,2018
10.1111/liv.13932,30022590,2018
10.1111/bjd.17025,30022486,2018
10.1007/s00406-018-0921-3,30022319,2018
10.1007/s00106-018-0528-z,30022256,2018
10.1136/bmj.k2693,30021781,2018
10.1186/s12891-018-2158-8,30021578,2018
10.1002/lt.25308,30021057,2018
10.1097/CORR.0000000000000336,30020150,2018
10.1111/jora.12433,30019816,2018
10.1177/1747493018790033,30019634,2018
10.1007/s00406-018-0924-0,30019210,2018
10.1159/000481820,30018965,2018
10.3389/fpsyg.2018.01121,30018585,2018
10.3389/fphys.2018.00810,30018567,2018
10.1038/s41598-018-29091-5,30018334,2018
10.1016/j.reprotox.2018.07.004,30017588,2018
10.1016/j.ijcard.2018.07.048,30017527,2018
10.1016/j.nmd.2018.06.006,30017359,2018
10.1016/j.ejrad.2018.05.016,30017302,2018
10.1016/j.tibtech.2018.06.005,30017092,2018
10.1017/S1041610218000832,30017010,2018
10.1016/j.fgb.2018.07.003,30016701,2018
10.1097/ACI.0000000000000466,30015639,2018
10.1113/JP276245,30015354,2018
10.1016/j.ejca.2018.06.001,30014884,2018
10.1002/ana.25285,30014594,2018
10.1002/uog.19178,30014562,2018
10.1007/s00105-018-4230-6,30014436,2018
10.1007/s11307-018-1252-5,30014345,2018
10.1007/s00115-018-0578-1,30014217,2018
10.1007/s00330-018-5614-9,30014204,2018
10.1016/j.nicl.2018.04.031,30013917,2018
10.7150/jbji.24819,30013895,2018
10.1038/s41598-018-29067-5,30013227,2018
10.1038/s41588-018-0157-1,30013184,2018
10.1186/s13049-018-0526-x,30012186,2018
10.3390/ijms19072059,30011964,2018
10.3390/ijerph15071485,30011832,2018
10.1371/journal.pone.0200602,30011310,2018
10.1371/journal.pone.0200259,30011301,2018
10.1093/neuros/nyy245,30011003,2018
10.1093/hmg/ddy265,30010917,2018
10.1097/SHK.0000000000001048,30010630,2018
10.1172/JCI94287,30010625,2018
10.3233/CH-189906,30010115,2018
10.1016/j.hrthm.2018.07.016,30010056,2018
10.1016/j.biosystems.2018.07.002,30009873,2018
10.1186/s13690-018-0276-2,30009022,2018
10.3892/ol.2018.8842,30008862,2018
10.3389/fphys.2018.00798,30008674,2018
10.4103/jcvjs.JCVJS_25_18,30008526,2018
10.4103/jcvjs.JCVJS_139_17,30008524,2018
10.1007/s11548-018-1821-8,30008058,2018
10.1159/000490408,30007981,2018
10.1159/000490424,30007980,2018
10.1159/000490574,30007961,2018
10.1016/j.biopsych.2018.05.015,30007575,2018
10.1111/his.13711,30007074,2018
10.1038/s41440-018-0072-y,30006641,2018
10.1016/j.jdent.2018.07.007,30006116,2018
10.1016/j.biosystems.2018.07.003,30005999,2018
10.1016/j.ebiom.2018.07.002,30005951,2018
10.1016/j.immuni.2018.06.007,30005826,2018
10.1186/s12877-018-0847-7,30005622,2018
10.1016/j.drugpo.2018.06.011,30005420,2018
10.1002/stem.2865,30004605,2018
10.1016/j.jaad.2018.07.002,30003988,2018
10.1007/s00392-018-1326-z,30003366,2018
10.1007/s00384-018-3129-0,30003360,2018
10.1016/j.jcte.2018.06.002,30003044,2018
10.1016/j.nicl.2018.05.037,30003027,2018
10.5114/aoms.2018.76279,30002709,2018
10.1038/s41431-018-0212-5,30002499,2018
10.1182/blood-2018-02-834036,30002144,2018
10.1371/journal.pone.0200297,30001391,2018
10.3238/arztebl.2018.0419,29999484,2018
10.1111/cea.13230,29999223,2018
10.1001/jamacardio.2018.1837,29998316,2018
10.1212/NXI.0000000000000475,29998157,2018
10.1556/1886.2018.00005,29997912,2018
10.1556/1886.2018.00007,29997911,2018
10.1556/1886.2018.00006,29997909,2018
10.3389/fimmu.2018.01475,29997626,2018
10.3389/fpsyt.2018.00240,29997528,2018
10.15252/msb.20178071,29997244,2018
10.1136/ebmental-2018-300003,29997153,2018
10.1186/s13018-018-0876-0,29996853,2018
10.1055/a-0651-8141,29996165,2018
10.1055/a-0597-1890,29996157,2018
10.1371/journal.pone.0200507,29995966,2018
10.1097/SLA.0000000000002913,29995676,2018
10.1515/jpem-2018-0139,29995632,2018
10.1007/s00381-018-3894-7,29995267,2018
10.1007/s00108-018-0456-8,29995249,2018
10.1097/j.pain.0000000000001328,29994988,2018
10.1097/TP.0000000000002356,29994984,2018
10.1002/mabi.201800116,29992778,2018
10.1002/ijc.31738,29992557,2018
10.1007/s00167-018-5056-6,29992465,2018
10.1038/s41419-018-0783-7,29991719,2018
10.1016/j.biopha.2018.06.171,29990838,2018
10.1016/j.semcancer.2018.07.001,29990622,2018
10.1016/j.resuscitation.2018.07.007,29990580,2018
10.1016/j.ccell.2018.06.009,29990502,2018
10.1016/j.ccell.2018.06.003,29990496,2018
10.1111/ddg.13562_g,29989363,2018
10.18632/oncotarget.25656,29989001,2018
10.1186/s40413-018-0193-4,29988758,2018
10.3389/fmicb.2018.01381,29988394,2018
10.1038/s41416-018-0150-6,29988111,2018
10.1038/s41596-018-0006-9,29988108,2018
10.1038/s41391-018-0060-y,29988100,2018
10.1007/s00429-018-1711-4,29987507,2018
10.1007/s10456-018-9633-6,29987450,2018
10.1007/s00347-018-0758-1,29987353,2018
10.1161/HYPERTENSIONAHA.118.11168,29987108,2018
10.1161/STROKEAHA.118.021536,29986934,2018
10.1186/s12910-018-0304-3,29986689,2018
10.3390/ijms19071988,29986519,2018
10.1055/a-0643-4830,29986372,2018
10.1097/HJH.0000000000001818,29985206,2018
10.14639/0392-100X-1544,29984795,2018
10.1177/0333102418788347,29984601,2018
10.1177/0333102418786457,29984600,2018
10.1016/j.nicl.2018.05.004,29984162,2018
10.1016/j.jcms.2018.05.046,29983309,2018
10.1016/j.jcms.2018.05.045,29983307,2018
10.1016/j.jneuroim.2018.06.016,29983198,2018
10.1016/j.injury.2018.06.032,29983172,2018
10.1016/j.iccl.2018.03.001,29983145,2018
10.1093/rheumatology/kex459,29982779,2018
10.1093/rheumatology/key169,29982743,2018
10.1093/ibd/izy160,29982686,2018
10.1093/brain/awy161,29982424,2018
10.1093/ajcn/nqy100,29982277,2018
10.1136/bmjopen-2018-021749,29982217,2018
10.1016/j.psyneuen.2018.06.001,29982099,2018
10.1111/bjd.16768,29981245,2018
10.1111/jcpe.12984,29981185,2018
10.1161/CIRCHEARTFAILURE.118.004962,29980595,2018
10.1186/s12889-018-5769-y,29980236,2018
10.1002/eji.201847492,29979809,2018
10.1002/pros.23685,29978529,2018
10.1055/a-0605-3587,29978013,2018
10.3389/fendo.2018.00333,29977226,2018
10.1161/ATVBAHA.118.311023,29976769,2018
10.1186/s12913-018-3342-0,29976186,2018
10.1080/1354750X.2018.1490969,29976112,2018
10.1055/a-0647-2054,29975977,2018
10.1111/all.13547,29974963,2018
10.1007/s15006-018-0725-4,29974436,2018
10.1007/s15006-018-0726-3,29974435,2018
10.1007/s15006-018-0727-2,29974434,2018
10.3389/fneur.2018.00446,29973905,2018
10.1038/s41586-018-0279-8,29973724,2018
10.1038/s41467-018-04959-2,29973581,2018
10.1530/EJE-18-0185,29973375,2018
10.14283/jpad.2018.5,29972214,2018
10.3389/fcvm.2018.00074,29971238,2018
10.3389/fneur.2018.00398,29971034,2018
10.21873/anticanres.12670,29970506,2018
10.1016/j.ejvs.2018.05.018,29970335,2018
10.1177/0004867418783062,29969910,2018
10.1055/a-0641-6388,29969795,2018
10.1159/000489845,29969780,2018
10.1016/j.jaci.2018.06.019,29969633,2018
10.4070/kcj.2018.0167,29968429,2018
10.1007/s00167-018-5035-y,29968188,2018
10.1007/s00393-018-0481-y,29968101,2018
10.1007/s00270-018-2018-9,29968090,2018
10.1007/s00401-018-1879-y,29967940,2018
10.1073/pnas.1804921115,29967156,2018
10.1186/s12947-018-0128-9,29966517,2018
10.1055/s-0038-1661373,29966165,2018
10.1055/a-0620-6911,29966147,2018
10.1097/HJH.0000000000001767,29965885,2018
10.1002/ejhf.1244,29963737,2018
10.18632/oncotarget.25570,29963235,2018
10.3389/fmicb.2018.01240,29963019,2018
10.1055/a-0601-6873,29962518,2018
10.1055/a-0611-5549,29962516,2018
10.1111/echo.14092,29962056,2018
10.1016/S0140-6736(18)31362-X,29961640,2018
10.1016/j.spen.2017.03.006,29961520,2018
10.1016/j.protis.2018.04.004,29960931,2018
10.1016/j.nut.2018.03.046,29960157,2018
10.1007/s00415-018-8954-0,29959555,2018
10.1007/s00109-018-1662-5,29959474,2018
10.1007/s00059-018-4727-x,29959446,2018
10.1038/s41375-018-0195-9,29959413,2018
10.1016/j.envint.2018.06.005,29958118,2018
10.1111/bdi.12659,29956436,2018
10.1007/s11325-018-1668-9,29956104,2018
10.1007/s00059-018-4729-8,29955907,2018
10.1136/rmdopen-2017-000602,29955380,2018
10.1038/s41416-018-0157-z,29955134,2018
10.1523/JNEUROSCI.0411-18.2018,29954849,2018
10.1182/blood-2018-05-850339,29954749,2018
10.1186/s12910-018-0309-y,29954379,2018
10.1186/s12882-018-0950-1,29954336,2018
10.1016/j.neuron.2018.06.005,29953872,2018
10.1172/JCI120874,29953415,2018
10.1097/HJH.0000000000001734,29952849,2018
10.2459/JCM.0000000000000669,29952846,2018
10.1007/s00292-018-0454-6,29951738,2018
10.14218/JCTH.2017.00057,29951361,2018
10.1302/2058-5241.3.180002,29951257,2018
10.1159/000486722,29950968,2018
10.1038/s41380-018-0110-9,29950682,2018
10.1177/0284185118786077,29950111,2018
10.4168/aair.2018.10.4.370,29949833,2018
10.1016/j.celrep.2018.05.082,29949776,2018
10.1007/s12325-018-0725-x,29949040,2018
10.1007/s11136-018-1903-7,29948605,2018
10.1007/s00701-018-3580-2,29948299,2018
10.1007/s00415-018-8924-6,29948242,2018
10.1007/s00417-018-4036-3,29948179,2018
10.1007/s00330-018-5568-y,29948088,2018
10.1007/s00393-018-0490-x,29947948,2018
10.1007/s00115-018-0534-0,29947936,2018
10.1007/s00104-018-0648-8,29947919,2018
10.1093/humrep/dey115,29947766,2018
10.1093/humrep/dey111,29947745,2018
,29947610,2018
10.1111/tmi.13123,29947448,2018
10.1017/S0033291718001630,29947310,2018
10.1007/s00223-018-0447-8,29946973,2018
10.1007/s00108-018-0447-9,29946874,2018
10.3389/fnhum.2018.00240,29946246,2018
10.1136/annrheumdis-2018-213328,29945918,2018
10.1016/S0140-6736(18)30726-8,29945727,2018
10.23736/S0375-9393.18.12657-5,29945434,2018
10.1016/j.fsigen.2018.05.007,29945120,2018
10.1371/journal.pone.0199301,29944680,2018
10.1080/10400435.2018.1493710,29944463,2018
10.1177/2047487318786579,29944002,2018
10.1002/ejhf.1252,29943887,2018
10.1002/erv.2614,29943460,2018
10.1111/epi.14476,29943451,2018
10.1007/s10545-018-0213-0,29943221,2018
10.1007/s00198-018-4599-1,29943189,2018
10.1093/ckj/sfx108,29942506,2018
10.1177/1759720X18773726,29942364,2018
10.1038/s41588-018-0152-6,29942086,2018
10.1038/s41380-018-0107-4,29942043,2018
10.1684/ejd.2018.3344,29941414,2018
10.1016/j.dental.2018.06.009,29941350,2018
10.1016/j.addbeh.2018.06.012,29940387,2018
10.1016/j.bbr.2018.06.024,29940261,2018
10.1080/02713683.2018.1490773,29939775,2018
10.2174/1381612824666180625142341,29938611,2018
10.3389/fpsyg.2018.00855,29937741,2018
10.1016/j.jtv.2018.06.003,29937265,2018
10.1016/j.jpeds.2018.05.014,29937081,2018
10.1016/j.ebiom.2018.05.032,29937069,2018
10.1007/s00442-018-4210-7,29936542,2018
10.1016/j.ebiom.2018.06.012,29936137,2018
10.1016/j.dental.2018.06.004,29935768,2018
10.1016/j.bja.2018.03.031,29935584,2018
10.1016/j.semcancer.2018.06.001,29935313,2018
10.1111/ajt.14979,29935060,2018
10.1007/s00347-018-0753-6,29934789,2018
10.1007/s00109-018-1661-6,29934777,2018
10.1007/s00103-018-2764-5,29934679,2018
10.1038/s41598-018-27830-2,29934499,2018
10.1016/S1474-4422(18)30176-5,29934198,2018
10.1016/j.jaut.2018.06.002,29934135,2018
10.3390/ijms19071823,29933567,2018
10.1371/journal.pone.0198588,29933367,2018
10.1088/1361-6579/aace9b,29933248,2018
10.1016/j.nbd.2018.06.010,29933054,2018
10.1002/ehf2.12306,29932311,2018
10.1007/s00105-018-4221-7,29931387,2018
10.1093/bioinformatics/bty473,29931053,2018
10.1136/bcr-2018-225237,29930172,2018
10.1126/science.aap8757,29930110,2018
10.1016/j.cyto.2018.06.020,29929938,2018
10.1016/j.ijrobp.2018.06.018,29928947,2018
10.1177/0022034518782671,29928832,2018
10.1159/000489087,29928644,2018
10.1002/2211-5463.12427,29928573,2018
10.3389/fimmu.2018.01183,29928274,2018
10.1371/journal.pone.0199374,29928037,2018
10.1371/journal.pone.0199445,29928026,2018
10.1152/japplphysiol.00959.2017,29927736,2018
10.1111/ddg.13562,29927518,2018
10.1002/art.40590,29927106,2018
10.1111/sji.12694,29926972,2018
10.1002/JPER.17-0719,29926944,2018
10.1111/bcp.13688,29926478,2018
10.1007/s00424-018-2166-4,29926228,2018
10.1001/jamadermatol.2018.1599,29926079,2018
10.1038/s41375-018-0179-9,29925908,2018
10.1038/s41598-018-24557-y,29925874,2018
10.1074/jbc.RA118.001922,29925593,2018
10.1074/jbc.RA118.002853,29925591,2018
10.15252/embj.201798615,29925518,2018
10.1186/s12968-018-0461-z,29925388,2018
10.1186/s12884-018-1889-8,29925339,2018
10.1146/annurev-biochem-062917-012023,29925259,2018
10.1016/j.immuni.2018.06.004,29924969,2018
10.1111/ene.13725,29924461,2018
10.3851/IMP3243,29923831,2018
10.1002/gcc.22645,29923647,2018
10.1111/srt.12597,29923636,2018
10.1007/s11547-018-0913-4,29923084,2018
10.1007/s00104-018-0658-6,29922989,2018
10.1007/s00103-018-2768-1,29922910,2018
10.1007/s00292-018-0451-9,29922857,2018
10.1302/2046-3758.73.BJR-2017-0270.R1,29922441,2018
10.3389/fneur.2018.00401,29922217,2018
10.1038/s41467-018-04720-9,29921957,2018
10.1373/clinchem.2018.287045,29921725,2018
10.1136/jnnp-2018-318382,29921610,2018
10.15252/embj.201696257,29921581,2018
10.1016/j.euf.2018.05.010,29921544,2018
10.1186/s13075-018-1614-z,29921318,2018
10.1186/s12909-018-1257-4,29921261,2018
10.1007/s10143-018-0993-6,29916066,2018
10.3389/fimmu.2018.01261,29915598,2018
10.1038/s41588-018-0138-4,29915428,2018
10.1161/STROKEAHA.117.020250,29915122,2018
10.1161/CIRCULATIONAHA.117.032367,29915100,2018
10.1098/rstb.2017.0129,29914997,2018
10.1186/s13014-018-1057-3,29914515,2018
10.3233/JAD-180106,29914027,2018
10.1055/a-0594-9480,29913538,2018
10.1055/a-0633-6346,29913519,2018
10.1055/a-0632-3930,29913517,2018
10.1016/j.clinph.2018.05.013,29913339,2018
10.1016/j.reprotox.2018.06.002,29913205,2018
10.1093/cercor/bhy066,29912404,2018
10.3390/ijms19061798,29912162,2018
10.1523/ENEURO.0083-18.2018,29911173,2018
10.3389/fimmu.2018.01219,29910814,2018
10.3389/fimmu.2018.01067,29910798,2018
10.3389/fphar.2018.00560,29910730,2018
10.7150/ijms.25393,29910672,2018
10.1016/j.ahj.2018.03.025,29910060,2018
10.1016/j.cell.2018.05.028,29909986,2018
10.1017/S0033291718001459,29909784,2018
10.1007/s00228-018-2504-7,29909576,2018
10.1016/S1473-3099(18)30374-8,29909070,2018
10.1016/j.addr.2018.06.008,29908880,2018
10.1016/j.ijcard.2018.06.031,29908829,2018
10.1016/S0140-6736(18)31115-2,29908669,2018
10.1016/j.biopsycho.2018.06.003,29908225,2018
10.1007/s00417-018-4032-7,29907945,2018
10.1038/s41598-018-27394-1,29907857,2018
10.1016/j.jcms.2018.05.039,29907432,2018
10.1016/j.cmi.2018.05.023,29906596,2018
10.1093/eurheartj/ehy299,29905819,2018
,29905563,2018
10.1111/acps.12918,29904907,2018
10.3389/fpsyt.2018.00207,29904359,2018
10.1038/s41585-018-0034-9,29904105,2018
10.2337/dc18-0158,29903845,2018
10.1136/bmjopen-2017-021082,29903793,2018
10.3324/haematol.2018.191536,29903761,2018
10.1055/a-0633-3450,29902821,2018
10.1016/j.bbalip.2018.06.011,29902569,2018
10.1164/rccm.201801-0178OC,29902384,2018
10.1097/YPG.0000000000000201,29901528,2018
10.3389/fonc.2018.00183,29900125,2018
10.3390/ijms19061761,29899321,2018
10.1186/s13052-018-0489-6,29898751,2018
10.1186/s12968-018-0456-9,29898733,2018
10.1055/a-0579-5908,29898486,2018
10.1371/journal.pone.0197435,29897907,2018
10.2217/bmm-2017-0392,29896971,2018
10.1002/clc.22994,29896859,2018
10.1007/s13167-018-0136-8,29896314,2018
10.3389/fendo.2018.00271,29896157,2018
10.3389/fphys.2018.00633,29896116,2018
10.3389/fphys.2018.00632,29896115,2018
10.1038/s41598-018-27313-4,29895890,2018
10.1038/s41467-018-04602-0,29895827,2018
10.1136/annrheumdis-2017-212627,29895567,2018
10.1530/ERC-18-0159,29895527,2018
10.1016/j.jtemb.2018.05.012,29895367,2018
10.1159/000489269,29894994,2018
10.1016/j.virol.2018.05.023,29894896,2018
10.1111/epi.14439,29894004,2018
10.1007/978-1-4939-7902-8_9,29892819,2018
10.3389/fcvm.2018.00049,29892601,2018
10.3389/fsurg.2018.00037,29892600,2018
10.3389/fimmu.2018.01069,29892281,2018
10.3389/fphys.2018.00538,29892227,2018
10.3390/ijms19061726,29891773,2018
10.4049/jimmunol.1701322,29891555,2018
10.1016/j.zefq.2018.05.001,29891231,2018
10.1055/a-0581-5640,29890560,2018
10.1016/j.phrs.2018.06.010,29890253,2018
10.1097/AUD.0000000000000614,29889665,2018
10.1111/ejn.13989,29889330,2018
10.1093/neuros/nyy236,29889273,2018
10.1093/ons/opy137,29889256,2018
10.1172/JCI96477,29889103,2018
10.1111/ctr.13311,29888809,2018
10.1111/dme.13707,29888805,2018
10.1111/acps.12905,29888478,2018
10.1159/000487278,29888245,2018
10.3389/fpsyg.2018.00788,29887820,2018
10.1159/000486388,29887788,2018
10.1016/j.ijcard.2018.04.007,29887424,2018
10.1186/s12910-018-0275-4,29886845,2018
10.1136/jnnp-2017-317780,29886429,2018
10.1016/j.resmic.2018.05.010,29886257,2018
10.1016/j.jad.2018.05.034,29886201,2018
10.1016/j.spinee.2018.05.046,29886164,2018
10.1016/j.ijcard.2018.05.134,29885826,2018
10.1016/j.ijcard.2018.02.120,29885707,2018
10.1016/j.jcf.2018.05.006,29884450,2018
10.1186/s12903-018-0561-z,29884157,2018
10.1016/j.ijscr.2018.05.006,29883918,2018
10.1016/j.wneu.2018.05.203,29883816,2018
10.1016/j.bbalip.2018.06.006,29883798,2018
10.1016/j.molcel.2018.05.003,29883607,2018
10.1016/j.jinf.2018.05.004,29883599,2018
10.1111/jep.12963,29882621,2018
10.1177/0306624X18778449,29882447,2018
10.1007/s40291-018-0339-7,29882197,2018
10.1186/s40798-018-0137-0,29882063,2018
10.1055/a-0594-2243,29880982,2018
10.1074/jbc.RA118.003853,29880644,2018
10.1016/j.euroneuro.2018.05.002,29880336,2018
10.1186/s12913-018-3232-5,29879958,2018
10.1016/j.psyneuen.2018.05.036,29879562,2018
10.1016/j.tox.2018.06.001,29879457,2018
10.1016/j.clinbiochem.2018.05.019,29879420,2018
10.1371/journal.pone.0198510,29879182,2018
10.1093/schbul/sby079,29878280,2018
10.7554/eLife.37910,29877799,2018
10.1152/ajplung.00150.2018,29877097,2018
10.1007/s00417-018-4031-8,29876733,2018
10.1007/s00104-018-0653-y,29876616,2018
10.1007/s00115-018-0545-x,29876601,2018
10.1016/j.nicl.2018.01.018,29876253,2018
10.11604/pamj.2018.29.69.14166,29875950,2018
10.3389/fphys.2018.00616,29875702,2018
10.3389/fphys.2018.00583,29875688,2018
10.2471/BLT.17.204891,29875522,2018
10.1038/s41586-018-0167-2,29875405,2018
10.1136/annrheumdis-2018-213201,29875097,2018
10.1055/a-0594-2093,29874683,2018
10.1159/000488491,29874669,2018
10.1371/journal.pone.0197544,29874250,2018
10.1371/journal.pbio.2006343,29874243,2018
10.1111/ddg.13538,29873906,2018
10.1111/ddg.13538_g,29873903,2018
10.1093/annonc/mdy198,29873689,2018
10.1007/s00115-018-0549-6,29872879,2018
10.1007/s00115-018-0547-8,29872878,2018
10.1016/j.ijwd.2017.10.009,29872684,2018
10.18632/oncotarget.25266,29872498,2018
10.1177/1756286418774973,29872456,2018
10.1038/s41598-018-26887-3,29872162,2018
10.1038/s41426-018-0106-1,29872046,2018
10.1136/bjophthalmol-2017-311627,29871966,2018
10.1016/j.concog.2018.05.011,29871783,2018
10.1159/000490334,29870994,2018
10.1515/jpm-2017-0388,29870394,2018
10.1002/uog.19079,29870087,2018
10.1007/s00402-018-2972-3,29868943,2018
10.1093/ndt/gfy148,29868874,2018
10.1093/eurheartj/ehy307,29868759,2018
10.3389/fcvm.2018.00047,29868613,2018
10.1016/j.eats.2017.10.009,29868408,2018
10.3389/fpsyg.2018.00578,29867621,2018
10.3389/fpsyt.2018.00199,29867616,2018
10.3389/fphys.2018.00468,29867529,2018
10.3389/fphar.2018.00454,29867465,2018
10.3389/fnins.2018.00312,29867323,2018
10.1038/s41467-018-04566-1,29867082,2018
10.1161/STROKEAHA.118.021089,29866758,2018
10.1016/j.jad.2018.05.031,29866375,2018
10.1186/s12955-018-0920-0,29866185,2018
10.1096/fj.201701408R,29863913,2018
10.1213/ANE.0000000000003480,29863605,2018
10.1097/BSD.0000000000000660,29863597,2018
10.1007/s00737-018-0855-9,29862416,2018
10.1016/j.jsxm.2018.03.008,29861360,2018
10.1016/j.kint.2018.03.006,29861059,2018
10.1007/s00424-018-2160-x,29860639,2018
10.1001/jamaoncol.2018.2706,29860482,2018
10.1210/jc.2018-00665,29860473,2018
10.1093/europace/euy085,29860424,2018
10.1159/000488893,29860260,2018
10.1016/j.bone.2018.05.028,29860154,2018
10.1016/j.neuroimage.2018.05.074,29860087,2018
10.1016/S1470-2045(18)30240-7,29859851,2018
10.1016/j.biosystems.2018.05.006,29859766,2018
10.1016/j.jdent.2018.05.022,29859224,2018
10.1016/j.jviromet.2018.05.013,29859195,2018
10.1007/s00330-018-5521-0,29858635,2018
10.1038/s41385-018-0038-z,29858582,2018
10.1016/j.ejrad.2018.05.011,29857856,2018
10.3390/ijms19061622,29857476,2018
10.3390/nu10060699,29857470,2018
10.1146/annurev-vision-091517-034122,29856937,2018
10.1371/journal.pone.0198184,29856800,2018
10.1002/wps.20516,29856543,2018
10.1007/s11102-018-0897-z,29855779,2018
10.1177/1073858418769554,29855217,2018
10.1016/j.ekir.2018.01.002,29854970,2018
10.1186/s12995-018-0200-2,29853982,2018
10.1016/j.ijlp.2018.02.003,29853018,2018
10.1155/2018/5471054,29850533,2018
10.1159/000486322,29849535,2018
10.1038/s41598-018-26089-x,29849039,2018
10.21873/anticanres.12636,29848718,2018
10.1530/JOE-18-0122,29848609,2018
10.1161/JAHA.117.007909,29848500,2018
10.1186/s13075-018-1588-x,29848349,2018
10.1177/0269881118773745,29848147,2018
10.1016/j.celrep.2018.04.095,29847786,2018
10.1111/adb.12636,29847018,2018
10.1007/s00103-018-2759-2,29846742,2018
10.1097/INF.0000000000002115,29846301,2018
10.1097/MOG.0000000000000445,29846262,2018
10.1080/10428194.2018.1461860,29846127,2018
10.1002/ejhf.1213,29846031,2018
