article,best_identifier,repository,repository_re3data,repository_type,license_fuji,license_numbat,guid_scheme_fuji,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
10.1038/s41598-022-05706-w,https://www.ncbi.nlm.nih.gov/nuccore/MW837243,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1038/s41597-022-01669-9,https://doi.org/10.5281/zenodo.6576177,Zenodo,Zenodo,general-purpose repository,no license,NULL,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1038/s41586-022-05165-3,https://www.ebi.ac.uk/gwas/studies/GCST90104534,GWAS Catalog,GWAS Catalog,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.celrep.2022.111214,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195939,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.molcel.2022.05.025,https://doi.org/doi:10.25345/C57940Z39,Mass Spectrometry Interactive Virtual Environment,Mass Spectrometry Interactive Virtual Environment,field-specific repository,no license,CC0,url,37.5,57.14,33.33,25,30,100,50,0,50,33.33,50,0,0,25,0,50,50,100,100,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1016/j.chom.2021.12.010,https://www.ncbi.nlm.nih.gov/nuccore/OL741060,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.chom.2021.12.010,https://www.ebi.ac.uk/emdb/EMD-25008,EMBL-EBI The Electron Microscopy Data Bank,EMBL-EBI The Electron Microscopy Data Bank,field-specific repository,no license,NULL,url,27.08,35.71,33.33,0,30,50,25,0,50,33.33,0,0,0,25,0,50,50,100,0,25,0,50,0,100,0,0,0,0,25,0,50,100,0
10.1093/nar/gkac1206,https://www.ebi.ac.uk/pride/archive/projects/PXD035153,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1093/nar/gkac1206,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160709,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1093/nar/gkac1206,https://doi.org/10.2210/pdb8B8S/pdb,Worldwide Protein Data Bank,Worldwide Protein Data Bank,field-specific repository,no license,NULL,doi,35.42,50,33.33,50,20,100,25,0,50,33.33,50,100,0,0,0,50,50,100,100,25,0,50,0,100,0,50,100,0,0,0,50,100,0
10.1093/nar/gkac1206,https://www.sasbdb.org/data/SASDQT5/,SASBDB,SASBDB,field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1002/hep.32320,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140742,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.stem.2022.06.012,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200337,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1042/cs20220287,https://osf.io/rkxmq/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,CC BY,url,41.67,57.14,33.33,25,40,50,100,0,50,33.33,50,0,0,25,50,50,50,100,0,100,0,50,0,100,0,50,0,0,25,50,50,100,0
10.1093/stmcls/sxab014,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174021,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41393-022-00811-z,https://osf.io/bgw73/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,33.33,42.86,33.33,25,30,50,50,0,50,33.33,50,0,0,25,0,50,50,100,0,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1111/tbed.14266,https://www.ncbi.nlm.nih.gov/nuccore/MW057694.1/,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1111/tbed.14688,https://www.ncbi.nlm.nih.gov/nuccore/OM256458.1/,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1126/sciadv.abi6672,https://ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168268,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.envpol.2022.119627,https://www.ebi.ac.uk/ena/browser/view/PRJEB53570,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41586-022-05594-0,https://www.ebi.ac.uk/ena/browser/view/PRJEB43613,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41587-022-01210-8,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182685,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1073/pnas.2204174119,https://doi.org/10.7910/DVN/KXPFKK,Harvard Dataverse,Harvard Dataverse,general-purpose repository,no license,CC0,doi,83.33,100,66.67,75,80,100,100,100,100,66.67,100,0,100,75,100,50,100,100,100,100,100,100,0,100,100,100,0,100,75,100,50,100,100
10.1016/j.kint.2022.07.032,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199321,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.molcel.2021.11.023,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE167358,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.molcel.2021.11.023,https://www.ncbi.nlm.nih.gov/nuccore/OK239717,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1128/aem.01146-22,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR19519852&display=data-access,NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1128/msphere.00808-21,https://www.ebi.ac.uk/ena/browser/view/PRJEB47767,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1158/0008-5472.can-21-1621,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28019,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1158/0008-5472.can-21-1621,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE125059,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1158/1078-0432.ccr-21-3215,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR10484525&display=data-access,NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1186/s12887-022-03349-4,https://osf.io/hnf8a/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,33.33,42.86,33.33,25,30,50,50,0,50,33.33,50,0,0,25,0,50,50,100,0,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1007/s00401-021-02395-z,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190365,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1007/s00401-021-02395-z,doi.org/10.25345/C5JS1S,Mass Spectrometry Interactive Virtual Environment,Mass Spectrometry Interactive Virtual Environment,field-specific repository,no license,CC0,doi,37.5,57.14,33.33,25,30,100,50,0,50,33.33,50,0,0,25,0,50,50,100,100,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1038/s41586-022-04596-2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194432,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.jbc.2022.102085,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202213,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.neuroimage.2022.119754,doi.org/10.17605/OSF.IO/3JK45,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,CC BY,doi,62.5,85.71,33.33,75,50,100,100,0,100,33.33,100,0,100,25,100,50,50,100,100,100,0,100,0,100,0,100,0,100,25,100,50,100,0
10.1177/17407745221087456,https://doi.org/10.5281/zenodo.7590083,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1177/17474930211006286,https://doi.org/10.5281/zenodo.3899830,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,75,100,100,75,50,100,100,100,100,100,100,0,100,25,100,50,50,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1182/blood.2021012081,https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11508531&display=metadata,NCBI Sequence Read Archive (SRA),NCBI Sequence Read Archive (SRA),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1182/blood.2021012081,https://www.ebi.ac.uk/pride/archive/projects/PXD018961,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.isci.2022.104760,https://doi.org/10.5281/zenodo.6594812,Zenodo,Zenodo,general-purpose repository,no license,NULL,doi,58.33,71.43,66.67,75,40,100,50,0,100,66.67,100,0,100,25,50,50,50,100,100,50,0,100,100,100,0,100,0,100,25,50,50,100,0
10.1182/bloodadvances.2021005532,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-4715,EMBL-EBI BioStudies,EMBL-EBI BioStudies,field-specific repository,no license,NULL,url,22.92,35.71,33.33,0,20,50,25,0,50,33.33,0,0,0,25,0,0,50,100,0,25,0,50,0,100,0,0,0,0,25,0,0,100,0
10.1016/j.xhgg.2022.100166,https://doi.org/10.5281/zenodo.3911187,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,70.83,85.71,100,75,50,100,50,100,100,100,100,0,100,25,100,50,50,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,0
10.1016/j.stem.2022.04.007,https://figshare.com/articles/dataset/Raw_data_Nanostring_xlsx/19337429,figshare,figshare,general-purpose repository,no license,CC BY,url,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s12915-022-01396-y,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211662,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1186/s12961-022-00841-2,https://www.ebi.ac.uk/pride/archive/projects/PXD018230,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1186/s13046-022-02380-8,https://www.ebi.ac.uk/pride/archive/projects/PXD026763,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1186/s13046-022-02380-8,https://doi.org/10.6084/m9.figshare.19976957.v1,figshare,figshare,general-purpose repository,no license,CC BY;CC0,doi,75,100,66.67,75,60,100,100,100,100,66.67,100,0,100,25,100,50,100,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,100
10.1186/s13063-022-06849-x,https://osf.io/nxerf/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,CC BY,CC BY,url,56.25,85.71,50,50,40,100,100,0,100,50,100,0,0,25,50,50,50,100,100,100,0,100,50,100,0,100,0,0,25,50,50,100,0
10.1186/s13578-022-00922-3,https://www.ebi.ac.uk/pride/archive/projects/PXD034916,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41467-022-30177-y,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174599,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41586-022-05534-y,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215440,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41587-022-01389-w,https://doi.org/10.25345/C5N87337S,Mass Spectrometry Interactive Virtual Environment,Mass Spectrometry Interactive Virtual Environment,field-specific repository,no license,CC0,doi,37.5,57.14,33.33,25,30,100,50,0,50,33.33,50,0,0,25,0,50,50,100,100,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1038/s41467-022-34487-z,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211368,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1111/ejn.15169,https://osf.io/x5mzw/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,GNU GPLv3,url,41.67,57.14,33.33,25,40,50,100,0,50,33.33,50,0,0,25,50,50,50,100,0,100,0,50,0,100,0,50,0,0,25,50,50,100,0
10.1371/journal.pone.0270563,https://doi.org/10.18452/22757,edoc-Server,edoc-Server,field-specific repository,other license,CC BY-NC-ND,doi,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
10.1038/s41419-022-05052-9,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194003,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41587-021-01065-5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157486,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1371/journal.pone.0262114,https://osf.io/fp726/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,54.17,71.43,33.33,50,50,100,50,0,100,33.33,100,0,0,25,100,50,50,100,100,50,0,100,0,100,0,100,0,0,25,100,50,100,0
10.1016/j.isci.2022.104276,https://www.ncbi.nlm.nih.gov/nuccore/KY618679,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1038/s42255-022-00584-y,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163459,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s42255-022-00584-y,https://www.ebi.ac.uk/pride/archive/projects/PXD026872,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41467-022-31999-6,https://doi.org/10.5281/zenodo.6787142,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,79.17,100,100,75,60,100,100,100,100,100,100,0,100,25,100,50,100,100,100,100,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1371/journal.ppat.1010193,https://www.ebi.ac.uk/pride/archive/projects/PXD027434,PRoteomics IDEntifications Database,PRoteomics IDEntifications Database,field-specific repository,no license,CC0,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1371/journal.ppat.1010193,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171149,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1371/journal.ppat.1010193,https://www.ncbi.nlm.nih.gov/nuccore/MZ151943.1/,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1093/neuonc/noac088,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184900,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1093/nargab/lqac042,10.5281/zenodo.6492306,Zenodo,Zenodo,general-purpose repository,no license,CC BY,doi,75,85.71,100,75,60,100,50,100,100,100,100,0,100,25,100,50,100,100,100,50,100,100,100,100,100,100,0,100,25,100,50,100,100
10.1093/nargab/lqac042,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193472,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.3390/ijms232314554,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA809921,NCBI BioProject,NCBI BioProject,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.isci.2022.104498,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-5209,EMBL-EBI BioStudies,EMBL-EBI BioStudies,field-specific repository,no license,NULL,url,22.92,35.71,33.33,0,20,50,25,0,50,33.33,0,0,0,25,0,0,50,100,0,25,0,50,0,100,0,0,0,0,25,0,0,100,0
10.1038/s41389-022-00433-3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108742,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1038/s41587-021-01037-9,https://doi.org/10.6084/m9.figshare.14938755.v2,figshare,figshare,general-purpose repository,no license,CC BY,doi,70.83,100,66.67,75,50,100,100,100,100,66.67,100,0,100,25,100,50,50,100,100,100,100,100,0,100,100,100,0,100,25,100,50,100,0
10.1038/s41467-022-29614-9,https://www.ebi.ac.uk/ena/browser/view/PRJEB41631,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1002/hep.32456,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163777,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.jcv.2022.105222,https://www.ncbi.nlm.nih.gov/nuccore/MT270112,NCBI Nucleotide (Nuccore),NCBI Nucleotide (Nuccore),field-specific repository,no license,NULL,url,4.17,14.29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.neuroimage.2022.119348,https://osf.io/2vw6j/,Open Science Framework (OSF),Open Science Framework (OSF),general-purpose repository,no license,NULL,url,33.33,42.86,33.33,25,30,50,50,0,50,33.33,50,0,0,25,0,50,50,100,0,50,0,50,0,100,0,50,0,0,25,0,50,100,0
10.1016/j.xpro.2022.101957,https://www.health-atlas.de/data_files/563,Leipzig Health Atlas,Leipzig Health Atlas,field-specific repository,no license,CC BY,url,68.75,50,66.67,100,70,50,25,100,50,66.67,100,100,100,50,100,100,50,100,0,25,100,50,0,100,100,100,100,100,50,100,100,100,0
10.1016/j.xpro.2022.101957,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196938,NCBI Gene Expression Omnibus (GEO),NCBI Gene Expression Omnibus (GEO),field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
10.1016/j.ymthe.2022.07.009,https://www.ebi.ac.uk/ena/browser/view/PRJEB37843,EMBL-EBI European Nucleotide Archive,EMBL-EBI European Nucleotide Archive,field-specific repository,no license,NULL,url,18.75,35.71,33.33,0,10,50,25,0,50,33.33,0,0,0,0,0,0,50,100,0,25,0,50,0,100,0,0,0,0,0,0,0,100,0
